Codigo,Estacion,Municipio,Departamento,Latitud,Longitud,Elevacion,Entidad,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,Promedio_Anual,Anos_Info,Fecha_Inicio,Fecha_Final,Annual_Average
48015040,Puerto Nario,Puerto Nario,Amazonas,-3.78,-70.36,158,IDEAM (aut.),3234.4,3164.3,3676.8,3294.0,3250.8,2897.8,3746.1,4015.7,4214.6,3869.5,3512.2,3345.1,"3518,4",3,Aug 14,Okt 19,3518.441666666666
12015100,Pista Indira,Apartad (Turbo en DHIME),Antioqua,7.94,-76.7,15,IDEAM (aut.),4225.3,4791.7,4154.1,4120.6,4092.7,3820.2,4131.5,4319.9,4134.3,4366.1,4009.6,3830.3,"4166,4",4,Jan 17,Apr 20,4166.358333333334
12015110,Chigorod,Chigorod,Antioqua,7.67,-76.69,44,IDEAM (aut.),4631.4,5436.4,4611.7,4299.6,4131.8,3726.7,3932.7,4253.6,4263.8,4525.7,3929.5,4414.2,"4346,4",3,Jan 17,Sep 19,4346.425
23105070,Maceo,Maceo (Yolomb en DHIME),Antioqua,6.57,-74.79,980,IDEAM (aut.),4444.3,4571.4,4380.3,4404.3,4540.2,5084.4,5296.9,5395.9,5426.1,4520.4,3974.4,4144.6,"4681,9",9,Apr 06,Feb 17,4681.933333333333
27015330,Aeropuerto Olaya Herrera,Medelln,Antioqua,6.22,-75.59,1506,IDEAM (conv.),4382.6,4091.3,4295.7,4165.2,4050.5,4321.6,4668.1,4605.7,4595.1,4419.0,3958.3,4149.4,"4308,5",4,Jul 92,Jun 97,4308.541666666667
27015330,Aeropuerto Olaya Herrera,Medelln,Antioqua,6.22,-75.59,1506,IDEAM (aut.),4472.8,4532.5,4239.8,4095.6,4279.3,4570.2,4856.0,4882.0,4371.3,4215.3,3921.4,4053.4,"4374,1",8,Dez 14,Okt 22,4374.133333333334
27015310,Metromedellin,Medelln,Antioqua,6.33,-75.55,1440,IDEAM (aut.),4391.2,4738.2,4318.7,4331.6,4300.3,4802.5,4986.4,4862.0,4861.2,4155.0,4071.5,4251.5,"4505,8",10,Jul 05,Aug 18,4505.841666666666
23085260,La Selva,Rionegro,Antioqua,6.13,-75.41,2125,IDEAM (aut.),4183.1,4279.8,4092.2,4242.2,4731.0,5214.7,5393.6,5153.6,4796.8,4377.0,3953.9,4306.9,"4560,4",6,Mai 05,Nov 16,4560.400000000001
26185050,Santa Brbara,Santa Barbara,Antioqua,5.86,-75.56,1680,IDEAM (aut.),5152.8,5103.3,4904.1,4528.5,4528.4,5027.6,5423.4,5056.9,5073.2,4699.0,4468.2,4469.7,"4869,6",8,Apr 06,Nov 16,4869.591666666666
27015320,Aragn,Santa Rosa de Osos,Antioqua,6.78,-75.56,2652,IDEAM (aut.),4210.2,4253.7,3794.7,3731.6,3897.1,4553.6,4857.6,4784.4,4789.4,3856.3,3528.5,3850.4,"4175,6",11,Mai 05,Nov 16,4175.625000000001
26225060,Hacienda Cotov,Santaf de Antioquia,Antioqua,6.53,-75.83,534,IDEAM (aut.),4502.2,4766.9,4630.8,4924.7,4837.6,4778.5,4962.8,5009.8,4817.2,4635.0,4437.3,4236.8,"4711,6",9,Mai 05,Nov 16,4711.633333333334
23070020,Rio Claro,Sonson,Antioqua,5.86,-74.85,449,IDEAM (conv.),4199.3,4188.0,4112.1,4762.9,4818.3,4650.9,4956.9,4898.0,4788.0,4184.2,4281.8,4200.9,"4503,4",3,Feb 87,Apr 89,4503.441666666667
26255030,Santa Isabel-Valdivia,Valdivia,Antioqua,7.16,-75.44,1132,IDEAM (aut.),4018.2,4197.1,4053.7,3978.8,3976.7,4276.8,4630.9,4575.3,4512.5,4188.8,4090.9,4045.6,"4212,1",16,Mai 05,Okt 22,4212.108333333334
23105060,Vegach,Vegach ,Antioqua,6.77,-74.8,990,IDEAM (aut.),4364.9,4419.2,4177.8,4195.5,4394.3,4918.1,5216.9,5055.9,4911.2,4330.3,4174.1,4279.5,"4536,5",8,Mai 05,Jan 17,4536.474999999999
37055010,Aeropuerto Santiago Prez,Arauca,Arauca,7.07,-70.74,128,IDEAM (conv.),5156.3,4484.1,4617.1,4395.5,4292.6,4204.0,4299.1,4416.1,4895.9,4702.5,4786.5,5212.4,"4621,8",3,Jan 86,Jan 92,4621.841666666666
29045180,Las Flores,Barranquilla,Atlntico,11.04,-74.82,8,IDEAM (aut.),6212.7,6025.0,6297.6,5660.4,5566.3,5696.4,5830.2,5520.2,5060.8,4800.3,4899.6,5627.4,"5599,7",6,Nov 09,Aug 15,5599.741666666666
29035200,Repeln,Repeln,Atlntico,10.49,-75.13,10,IDEAM (aut.),5592.7,5763.0,5799.6,5747.3,4962.6,5494.7,5581.5,5475.8,5313.3,4595.5,4724.3,5327.4,"5364,8",4,Apr 09,Jul 17,5364.808333333334
29045190,Aeropuerto Ernesto Cortissoz,Soledad,Atlntico,10.92,-74.78,14,IDEAM (aut.),5718.6,5950.0,5640.9,5090.3,4279.2,4716.3,4855.8,4894.7,4952.0,4288.8,4426.3,5380.4,"5016,1",5,Mrz 14,Okt 19,5016.108333333334
29015040,Carmen de Bolvar,Carmen de Bolvar,Bolvar,9.72,-75.11,152,IDEAM (aut.),4763.7,5120.2,5124.2,4895.3,4607.7,5217.8,5302.6,5154.6,4548.0,4173.5,4182.5,4473.3,"4797,0",5,Feb 12,Feb 17,4796.95
14015080,Aeropuerto Rafael Nez,Cartagena,Bolvar,10.45,-75.52,2,IDEAM (conv.),6194.8,6260.3,6378.8,6012.8,4951.4,4988.7,5644.2,5213.1,5291.3,5014.5,4988.2,5441.3,"5531,6",5,Feb 90,Dez 00,5531.616666666666
35095120,Aquitania,Aquitania,Boyac,5.56,-72.88,3021,IDEAM (aut.),5242.4,5411.9,4705.2,4246.7,4047.5,4088.0,3955.2,4048.4,4325.2,4409.1,4473.5,5034.7,"4499,0",15,Apr 05,Okt 22,4498.983333333333
35075070,Chinavita,Chinavita,Boyac,5.22,-73.35,2012,IDEAM (aut.),3683.8,3672.1,3299.9,2929.1,2845.5,2669.2,2558.1,2665.7,2873.8,3357.4,3415.8,3806.5,"3148,1",11,Mrz 05,Apr 17,3148.0750000000003
24015180,Esclusa Toln,Chiquinquir,Boyac,5.62,-73.78,2545,IDEAM (conv.),4856.7,4141.4,4626.4,3980.9,3855.3,4400.8,5213.7,4458.9,4685.7,4313.6,4385.7,4084.5,"4417,0",3,Jan 83,Dez 90,4416.966666666666
24025030,La sierra,Duitama,Boyac,5.97,-73.16,2700,IDEAM (conv.),4472.3,4428.3,4064.9,3990.4,4095.4,4297.7,4292.7,4387.1,4349.2,4074.5,3886.8,4453.0,"4232,7",10,Jul 85,Dez 01,4232.691666666667
24035120,Surbata Bonza,Duitama,Boyac,5.8,-73.07,2485,IDEAM (conv.),4932.3,4939.8,4988.8,4741.5,4642.7,4407.6,4548.5,4637.0,4701.1,4785.6,4827.2,4953.0,"4758,8",7,Feb 87,Jun 97,4758.758333333333
35085080,La Capilla,La Capilla ,Boyac,5.1,-73.44,1917,IDEAM (aut.),5388.1,5212.0,4738.1,4345.2,4346.1,3643.5,3693.4,3896.9,4641.3,5006.3,4985.6,5176.7,"4589,4",10,Mrz 05,Mai 17,4589.433333333333
24035150,Belencito,Nobsa,Boyac,5.78,-72.89,2530,IDEAM (conv.),4686.0,4775.3,4541.8,3789.5,3996.1,4364.1,4476.5,4694.1,4329.6,4106.7,4142.5,4705.7,"4384,0",4,Jan 85,Sep 94,4383.991666666666
24035430,Tunguavita,Paipa,Boyac,5.75,-73.12,2470,IDEAM (aut.),5510.8,5377.9,4733.8,4309.5,4325.0,4355.9,4439.5,4368.0,4337.1,4544.9,4749.2,5150.1,"4683,5",13,Apr 05,Okt 22,4683.474999999999
24015310,San Miguel De Sema,San Miguel de Sema,Boyac,5.52,-73.72,2600,IDEAM (conv.),4716.0,4190.3,4821.8,4315.9,4120.5,4155.4,4419.4,4388.0,4542.7,3708.8,4150.7,4460.1,"4332,5",3,Jan 87,Nov 90,4332.466666666666
23125160,San Pablo de Borbur,San Pablo de Borbur,Boyac,5.65,-74.07,"741,6",IDEAM (aut.),4692.1,4471.0,4128.1,4522.1,4180.8,4598.8,4718.9,4925.9,4972.6,4771.4,4604.2,4817.4,"4616,9",8,Jun 08,Apr 17,4616.941666666667
35085070,Santa Mara,Santa Mara,Boyac,4.84,-73.26,1300,IDEAM (aut.),3935.8,3737.6,3256.9,3245.3,3072.9,2850.1,2861.5,3346.4,4063.5,4016.0,3631.2,3679.1,"3474,7",12,Apr 05,Apr 17,3474.691666666666
24035360,Socha,Socha,Boyac,5.99,-73.0,2503,IDEAM (aut.),5139.6,5295.0,4692.7,4162.7,4206.3,4251.8,4233.6,4205.0,4103.3,4234.2,4262.5,4731.1,"4459,8",11,Apr 05,Mai 17,4459.816666666667
24035410,Sogamoso,Sogamoso,Boyac,5.75,-72.91,2495,IDEAM (aut.),5617.6,5414.9,5030.8,4463.8,4346.4,4327.4,4477.7,4258.4,4309.6,4398.0,4654.2,5081.4,"4698,3",5,Sep 12,Apr 17,4698.349999999999
24035130,U P T C,Tunja,Boyac,5.54,-73.36,2690,IDEAM (conv.),5061.0,4979.7,4855.5,4479.6,4198.1,4143.0,4167.1,4289.4,4412.5,4537.3,4341.2,4548.1,"4501,1",7,Dez 92,Dez 02,4501.041666666667
24015300,Villa de Leyva,Villa de Leyva,Boyac,5.66,-73.54,2215,IDEAM (conv.),4737.2,4705.0,4501.9,4185.6,4001.8,4191.2,4301.3,4454.2,4434.7,4382.4,4026.2,4354.7,"4356,4",7,Okt 91,Dez 98,4356.349999999999
35085060,Zetaquira,Zetaquira,Boyac,5.29,-73.17,1436,IDEAM (aut.),4401.0,4348.7,3856.5,3679.1,3490.1,3120.2,2918.2,3121.0,3552.8,3900.0,4141.8,4278.6,"3734,0",16,Apr 05,Okt 22,3734.0000000000005
26155230,E.M.A.S.,Manizales,Caldas,5.09,-75.51,2211,IDEAM (aut.),4116.3,4051.2,3783.9,3670.8,3508.3,3584.7,4046.0,4004.1,4114.5,3705.9,3486.6,3729.0,"3816,8",11,Mai 05,Okt 16,3816.775
26155220,Villamara,Villamara,Caldas,5.05,-75.51,1906,IDEAM (aut.),4529.4,4440.3,4299.7,4068.0,3895.9,3886.1,4204.5,4204.1,4351.1,4143.7,4064.1,4223.7,"4192,6",10,Mai 05,Okt 16,4192.549999999999
46035010,Maguare,El doncello,Caqueta,1.64,-75.16,270,IDEAM (conv.),4407.6,4128.1,3630.6,3309.3,3492.4,3013.8,3292.8,3706.4,4051.9,4302.1,4112.8,4678.6,"3843,9",2,Jan 85,Mai 05,3843.866666666667
44035010,Florencia,Florencia,Caqueta,1.62,-75.6,280,SUTRON,3738.2,3703.9,3383.5,3588.2,3065.0,3170.2,3225.2,3084.6,3542.0,3521.3,3957.8,3763.2,"3478,6",2,Feb 97,Okt 02,3478.5916666666667
44035040,Florencia - deslizamiento,Florencia,Caqueta,1.73,-75.65,600,IDEAM (aut.),3825.7,3728.5,3281.1,3337.0,3093.7,3012.7,3027.5,3301.6,3726.6,3644.2,3542.5,3709.4,"3435,9",8,Feb 06,Jul 17,3435.875
44035050,Macagual - Florencia,Florencia,Caqueta,1.5,-75.66,280,IDEAM (aut.),4082.3,3952.6,3349.6,3485.4,3004.8,3193.8,3137.7,3577.7,3770.0,3939.0,3951.1,3918.7,"3613,6",6,Jul 05,Okt 15,3613.558333333333
46015030,San Vicente del Caguan,San Vicente del Caguan,Caqueta,2.06,-74.76,300,IDEAM (aut.),4816.8,4553.2,4117.6,4020.5,4038.4,3674.4,3776.4,4182.5,4940.3,4735.4,4670.3,4889.2,"4367,9",10,Jul 09,Apr 20,4367.916666666667
44135010,Araracuara,Solano,Caqueta,-0.62,-72.38,150,IDEAM (conv.),4082.0,3761.7,3836.1,4018.8,3746.3,3301.8,4039.1,4227.2,4370.3,4343.3,4091.3,4053.5,"3989,3",4,Okt 86,Dez 99,3989.2833333333333
36015020,El Diamante,Paz de Ariporo,Casanare,5.82,-71.42,160,IDEAM (aut.),5288.9,5445.6,4949.7,4555.3,4635.4,4244.8,4246.6,4716.2,5231.6,5276.8,4979.8,5128.2,"4891,6",7,Okt 05,Sep 17,4891.575
35215020,Aeropuerto Yopal (El Alcaravn),Yopal,Casanare,5.32,-72.39,325,IDEAM (aut.),5747.4,5595.0,4889.3,4511.8,4430.1,4357.2,4283.2,4528.4,5192.6,5129.7,5183.4,5521.8,"4947,5",6,Nov 09,Feb 17,4947.491666666667
53075020,El Diviso,Argelia,Cauca,2.31,-77.26,1750,IDEAM (aut.),4172.6,4430.9,4461.1,4472.1,4780.2,5236.2,5330.0,5522.0,5454.3,4882.5,4241.9,4310.8,"4774,5",6,Jan 11,Okt 16,4774.550000000001
52015050,Balboa,Balboa,Cauca,2.03,-77.22,1700,IDEAM (aut.),3744.8,3576.4,3496.1,3366.4,3408.4,3609.7,4127.3,4642.1,4355.5,3743.9,3242.2,3473.9,"3732,2",5,Jul 16,Okt 22,3732.2250000000004
53045040,Aeropuerto Guapi,Guapi,Cauca,2.57,-77.89,42,IDEAM (aut.),3164.6,3338.1,3481.1,3839.5,3474.7,3465.0,3398.0,3726.0,3734.7,3316.3,2990.7,3186.5,"3426,3",7,Okt 05,Okt 16,3426.2666666666664
57025020,Gorgona,Guapi,Cauca,2.96,-78.17,10,SUTRON,3442.8,3908.9,3930.2,3461.5,2894.3,2592.0,2667.4,2947.2,3062.2,2951.0,2800.0,2898.9,"3129,7",3,Feb 97,Jun 03,3129.7000000000003
21055070,Inza,Inza,Cauca,2.55,-76.06,1800,IDEAM (aut.),4582.0,4473.9,4253.6,4213.0,3991.9,3736.9,3968.2,3801.9,4240.7,4346.0,4360.0,4435.5,"4200,3",9,Dez 05,Sep 16,4200.3
52025090,La Sierra,La Sierra,Cauca,2.19,-76.75,1870,IDEAM (aut.),4946.6,4865.3,4287.3,4030.6,4424.6,4611.6,4979.7,4932.9,4811.2,4602.9,4509.7,4847.4,"4654,2",6,Okt 05,Okt 16,4654.15
52025080,Estrecho Pata,Patia,Cauca,1.96,-77.12,720,IDEAM (aut.),5599.7,5094.1,4960.1,4842.2,4573.7,4603.1,4632.3,4919.9,5136.6,5093.4,4926.4,5077.5,"4954,9",6,Okt 05,Okt 16,4954.916666666667
26015040,Arrayanales,Popayn,Cauca,2.45,-76.44,2552,IDEAM (aut.),3151.9,3086.2,2551.2,2904.9,2942.6,3278.9,3924.6,3984.7,3657.3,2763.6,2417.4,2825.6,"3124,1",4,Dez 16,Okt 22,3124.0749999999994
26015010,ELTablazo,Popayn,Cauca,2.47,-76.58,1837,IDEAM (aut.),4440.5,4574.0,4096.5,3938.2,3804.0,3894.9,4349.7,4579.1,4318.2,4004.6,3746.5,4124.4,"4155,9",5,Dez 16,Okt 22,4155.883333333333
23195240,Aguachica,Aguachica,Cesar,8.12,-73.58,103,IDEAM (aut.),5102.1,5727.6,5355.8,4722.0,4951.0,5097.1,5624.1,5449.0,5099.9,4954.4,4406.5,4621.5,"5092,6",4,Sep 05,Sep 17,5092.583333333333
28025070,Motilonia Codazzi,Agustin Codazzi,Cesar,10.0,-73.25,180,IDEAM (conv.),4368.9,4597.2,4753.8,4607.4,4598.0,4475.3,4392.5,4468.9,4634.5,4648.6,4355.3,4445.6,"4528,8",9,Jan 86,Dez 95,4528.833333333333
28025130,La Loma-Carbones del Cesar,El Paso,Cesar,9.64,-73.52,138,IDEAM (aut.),5062.9,5804.5,5818.7,6036.8,5359.6,5693.5,6053.2,6002.9,5291.5,4774.8,4602.0,4776.9,"5439,8",6,Mai 15,Okt 22,5439.775000000001
28035060,Fedearroz,Valledupar,Cesar,10.46,-73.25,"183,7",IDEAM (aut.),5533.1,5844.0,5531.7,5629.6,5402.4,5648.2,5716.6,5482.3,5202.7,4982.0,4973.0,5227.2,"5431,1",12,Sep 05,Feb 17,5431.066666666667
11159010,Capurgana,Acandi,Choc,8.62,-77.33,19,IDEAM (aut.),4054.4,4016.9,4192.8,4205.0,3983.9,4555.6,4559.3,4523.2,4496.9,4365.9,3924.2,3897.2,"4231,3",7,Apr 07,Nov 15,4231.275
13035501,Aeropuerto Los Garzones,Monteria,Crdoba,8.83,-75.83,20,IDEAM (aut.),4947.3,5089.9,4790.3,4714.2,4213.8,4451.6,4679.5,4766.5,4354.3,4133.8,4216.1,4555.8,"4576,1",8,Jun 15,Okt 22,4576.091666666667
21205791,Eldorado Catam - AUT,Bogot,Cundinamarca,4.71,-74.15,2547,IDEAM (aut.),4732.2,4523.4,3955.8,3556.4,3492.8,3727.2,3761.3,3973.5,3839.3,3879.5,3970.1,4278.7,"3974,2",9,Sep 14,Okt 22,3974.183333333333
21205520,Eldorado Didctica,Bogot,Cundinamarca,4.7,-74.15,2546,IDEAM (conv.),4688.5,4335.4,4322.4,3716.7,3506.0,3658.9,3919.3,4168.5,3950.4,3964.8,4016.2,4199.1,"4037,2",22,Mrz 81,Dez 04,4037.183333333333
21206960,IDEAM Bogot Centro,Bogot,Cundinamarca,4.6,-74.07,2646,IDEAM (aut.),3930.4,4009.3,3513.9,3559.5,3524.4,3757.5,4145.5,4205.1,4195.5,3494.3,3176.0,3489.1,"3750,0",9,Dez 13,Okt 22,3750.0416666666665
21206600,Nueva Generacin,Bogot,Cundinamarca,4.78,-74.09,2590,IDEAM (aut.),4074.3,3983.7,3659.5,3383.7,3344.9,3513.7,3601.8,3730.3,3697.6,3474.4,3404.0,3747.7,"3634,6",8,Feb 15,Okt 22,3634.633333333333
21205012,Universidad Nacional,Bogot,Cundinamarca,4.64,-74.09,2556,IDEAM (aut.),4551.6,4403.7,3575.8,3600.2,3620.9,3830.3,4029.0,4088.5,3935.2,3764.0,3672.8,4148.4,"3935,0",10,Jun 12,Okt 22,3935.0333333333333
21206920, Villa Teresa,Bogot,Cundinamarca,4.35,-74.15,3624,IDEAM (aut.),4645.8,4334.4,3780.0,3392.2,3690.3,3838.3,3945.3,3824.2,4016.2,3845.2,3724.6,4210.9,"3937,3",14,Mai 07,Okt 22,3937.283333333333
21205480,La Iberia,Chocont,Cundinamarca,5.03,-73.72,2760,IDEAM (conv.),4726.4,4235.6,4786.9,3986.8,3885.6,3814.6,3479.7,3339.0,4026.3,4517.1,4345.0,4232.2,"4114,6",6,Jan 80,Dez 90,4114.599999999999
21205410,Represa del Neusa,Cogua,Cundinamarca,5.15,-73.98,3100,IDEAM (conv.),4626.4,4047.2,4254.3,3776.3,3633.2,3525.1,3700.7,4154.2,4254.3,3967.0,4036.8,4333.3,"4025,7",7,Jan 80,Dez 90,4025.7333333333336
21205160,La Ramada,Funza,Cundinamarca,4.72,-74.18,2545,IDEAM (conv.),4376.5,3930.7,4408.1,4036.3,4249.8,4152.4,4445.7,4618.1,4639.2,4585.3,4520.7,4743.6,"4392,2",3,Jan 83,Dez 90,4392.2
21235030,Universidad de Cundinamarca,Girardot,Cundinamarca,4.31,-74.81,309,IDEAM (aut.),4958.3,5139.5,4875.2,4848.7,5016.8,4990.0,5579.3,5679.8,5735.8,5428.0,4934.7,5043.0,"5185,8",6,Jan 14,Okt 22,5185.758333333334
21206980,Santa Cruz de Siecha,Guasca,Cundinamarca,4.78,-73.87,3100,IDEAM (aut.),4204.0,4193.3,3684.1,3471.4,3595.6,3711.1,3783.4,3622.8,3593.0,3673.4,3668.7,4134.3,"3777,9",15,Apr 05,Okt 22,3777.9249999999997
21206990,Tibaitat,Mosquera,Cundinamarca,4.69,-74.21,2543,IDEAM (aut.),4753.2,4782.5,4133.3,3884.0,3620.9,3838.6,3894.6,4117.6,4202.0,4048.3,3975.0,4323.8,"4131,2",17,Feb 05,Okt 22,4131.150000000001
21206790,Hacienda Santa Ana,Nemocn,Cundinamarca,5.09,-73.88,2572,IDEAM (aut.),4852.4,4755.5,4050.5,3859.3,3943.4,4029.4,4132.0,4006.6,3914.1,4176.7,4277.6,4763.1,"4230,1",15,Mrz 05,Okt 22,4230.05
21195190,Pasca,Pasca,Cundinamarca,4.31,-74.31,2256,IDEAM (aut.),4380.3,4083.2,3772.9,3859.5,3779.3,3823.5,3844.9,3925.3,4125.8,3938.7,3678.4,4054.9,"3938,9",12,Jul 08,Okt 22,3938.891666666667
23035020,Aeropuerto Palanquero,Puerto Salgar,Cundinamarca,5.47,-74.65,172,IDEAM (conv.),4933.4,4893.9,4535.7,5299.8,5977.8,5860.4,5533.6,5938.3,5385.9,5503.3,5432.4,5582.4,"5406,4",2,Jan 83,Dez 85,5406.408333333334
23065190,Quebrada Negra,Quebrada Negra,Cundinamarca,5.14,-74.48,1107,IDEAM (aut.),4662.3,4827.9,4655.4,4526.4,4484.7,4611.6,4760.0,4424.1,4806.6,4766.1,4647.3,4628.2,"4650,1",8,Apr 05,Jan 16,4650.05
23125170,San Cayetano,San Cayetano,Cundinamarca,5.33,-74.02,2807,IDEAM (aut.),3286.9,3014.4,2888.6,3038.4,3266.7,3472.3,3639.9,3452.1,3534.6,3113.6,2843.4,3417.2,"3247,4",8,Feb 05,Sep 16,3247.341666666666
21205610,Mua,Sibat,Cundinamarca,4.55,-74.25,2565,IDEAM (conv.),4419.4,4588.0,4455.5,3965.8,4119.3,4288.0,4596.2,4550.8,4505.5,3900.7,4008.9,4068.2,"4288,9",7,Mrz 80,Dez 90,4288.858333333333
24015130,Simijaca,Simijaca,Cundinamarca,5.5,-73.85,2572,IDEAM (conv.),5074.2,5439.4,5824.3,4995.1,5002.1,4650.8,5382.4,5364.9,4948.6,4483.4,4817.1,4990.4,"5081,1",3,Jan 85,Dez 90,5081.058333333333
21205570,La Primavera,Subachoque,Cundinamarca,4.85,-74.22,2590,IDEAM (conv.),4683.4,4548.5,4952.1,4201.9,4114.7,4184.5,4360.1,4240.3,4505.5,4297.3,4614.8,4392.7,"4424,6",8,Jan 80,Dez 90,4424.650000000001
21205650,Tabio,Tabio,Cundinamarca,4.77,-73.93,2620,IDEAM (conv.),4677.6,3777.4,3805.3,3307.6,3404.1,3665.8,3500.6,3676.2,3559.9,3771.6,4264.7,3948.4,"3779,9",6,Jan 80,Dez 90,3779.933333333333
24015110,La Boyera,Villa de San Diego de Ubat,Cundinamarca,5.3,-73.85,2610,IDEAM (aut.),4804.3,4808.3,4258.3,3974.7,3909.6,4003.8,4011.9,4180.1,4341.6,4195.2,4060.5,4537.6,"4257,1",15,Aug 05,Okt 22,4257.158333333333
